OS,Device status,Name,Client security status,Patch status,Available patches count,Customer,Device Group,Logged in user,Owner,Last Activity,OS name,OS version,CCS version,CCC version,External IP,Internal IP,AD\LDAP,Domain\Workgroup,Model,Processor,Serial Number,System Model,System Manufacturer,Ownership Type,Registered,Local Time Zone,Service Pack,Reboot Time,Reboot Reason,CPU usage - %,CPU frequency,RAM usage - %,RAM usage - MB,Total RAM,Network Usage,Disk free - GB,Disk used - GB,Security Profiles
Windows,Online,allen,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\allen,ethan,2022/02/14 11:35:30 AM,Microsoft Windows 10 專業版 (x64),10.0.19044,12.6.0.8441,6.43.41148.21120,49.216.48.253,"192.168.70.1,192.168.80.1,172.20.10.2",192.168.1.10,otsukatw.corp,Latitude E7440,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,72PYF12,Latitude E7440,Dell Inc.,未指定,2021/01/29 02:28:46 PM,UTC +08:00,N/A,2022/02/12 10:54:06 PM,‎2022/‎2/‎11 上 下午 10:17:32 的系統上次發生意外的關機。.,100,2601,49.73,8108,16305,"Intel(R) Ethernet Connection I218-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet1 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet8 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 7260 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:91.1|D:157.4|E:48.5|F:0,C:385.2|D:758.4|E:10.7|F:0,otsuka_no_fw
Windows,Offline,max_wang,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\max.wang,ethan,2022/02/09 09:13:31 PM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.42.40901.21091,175.181.152.231,"10.30.30.24,192.168.50.58",192.168.1.11,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,8ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2021/01/22 10:17:13 AM,UTC +08:00,N/A,2022/01/17 12:34:52 PM,‎2022/‎1/‎17 上 上午 11:51:16 的系統上次發生意外的關機。.,47,1800,54.02,4311,7980,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:87.4|D:88.9,C:64.6|D:1.7,otsuka_no_fw
Windows,Offline,JeffChen-5310,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\Jeff_Chen,ethan,2022/02/14 11:14:29 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.4.0.8311,6.42.40901.21091,101.12.32.62,"10.30.30.9,172.20.10.2",192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,91VC963,Latitude 5310 2-in-1,Dell Inc.,未指定,2021/01/15 02:07:27 PM,UTC +08:00,N/A,2022/02/10 03:39:23 PM,The process C:\Windows\System32\RuntimeBroker.exe (JEFFCHEN-5310) has initiated the 電源關閉 of computer JEFFCHEN-5310 on behalf of user OTSUKATW\Jeff_Chen for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,22,2208,52.3,4119,7875,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:148.1,C:93.4,otsuka_no_fw
Windows,Offline,Shuishun-E7250,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\Shuishun,ethan,2022/02/13 09:52:48 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,111.251.50.81,192.168.0.108,192.168.1.10,otsukatw.corp,Latitude E7250,Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,51NZ662,Latitude E7250,Dell Inc.,未指定,2021/01/08 02:03:56 PM,UTC +08:00,N/A,2022/01/15 09:51:59 PM,The process C:\Windows\System32\RuntimeBroker.exe (SHUISHUN-E7250) has initiated the 電源關閉 of computer SHUISHUN-E7250 on behalf of user OTSUKATW\Shuishun for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,22,2295,22.59,2751,12179,"Intel(R) Ethernet Connection (3) I218-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 7265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:76.4|D:66.9,C:44.9|D:48.1,otsuka_no_fw
Windows,Online,Dell_Michelle,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Michelle_Liu,ethan,2022/02/14 11:31:31 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.43.41148.21120,119.14.21.74,192.168.6.54,192.168.1.10,otsukatw.corp,Latitude 7480,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,8VR34Q2,Latitude 7480,Dell Inc.,未指定,2020/12/22 03:47:43 PM,UTC +08:00,N/A,2022/02/11 10:48:33 AM,The process C:\WINDOWS\servicing\TrustedInstaller.exe (DELL_MICHELLE) has initiated the 重新啟動 of computer DELL_MICHELLE on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: 升級 (計劃之中).  Reason Code: 0x80020003.  Shutdown Type: 重新啟動.  Comment: .,98,2496,28.87,2331,8073,"Intel(R) Ethernet Connection (4) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 8265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:61|D:86.1,C:61.7|D:34.1,otsuka_no_fw
Windows,Offline,Jason-5310,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,N/A,ethan,2022/02/09 11:02:46 AM,Microsoft Windows 11 專業版 (x64),10.0.22000,12.4.0.8311,6.43.41148.21120,61.221.251.208,192.168.1.152,192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,H194YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/12/18 09:11:20 AM,UTC +08:00,N/A,2022/02/06 09:50:40 PM,The process C:\Windows\System32\RuntimeBroker.exe (JASON-5310) has initiated the 電源關閉 of computer JASON-5310 on behalf of user OTSUKATW\Jason_Liu for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,36,2208,45.15,3554,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Realtek USB GbE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:153.9,C:87.5,otsuka_no_fw
Windows,Offline,YunchiuWu,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Yunchiuwu,ethan,2022/02/13 01:05:08 PM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.4.0.8311,6.43.41148.21120,36.227.18.219,192.168.1.127,192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,D394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/12/11 02:22:52 PM,UTC +08:00,N/A,2022/02/10 12:35:33 PM,The process C:\Windows\Explorer.EXE (YUNCHIUWU) has initiated the 電源關閉 of computer YUNCHIUWU on behalf of user OTSUKATW\Yunchiuwu for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,0,2208,37.6,2961,7875,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:96.2,C:145.3,otsuka_no_fw
Windows,Offline,Dell_PeterSun,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Peter_Sun,ethan,2022/02/14 09:24:03 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.43.41148.21120,111.241.60.194,192.168.50.179,192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,51VC963,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/12/03 09:41:45 AM,UTC +08:00,N/A,2022/02/11 07:40:44 PM,The process C:\Windows\servicing\TrustedInstaller.exe (DELL_PETERSUN) has initiated the 重新啟動 of computer DELL_PETERSUN on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: 升級 (計劃之中).  Reason Code: 0x80020003.  Shutdown Type: 重新啟動.  Comment: .,52,2208,48.49,3817,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:28.4|D:43.1|E:7.7,C:93.1|D:76.9|E:7,otsuka_no_fw
Windows,Offline,Anita_Su,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Anita_Su,ethan,2022/02/14 02:37:55 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.4.0.8311,6.43.41148.21120,42.76.165.29,192.168.113.252,192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,J194YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/11/30 02:51:30 PM,UTC +08:00,N/A,2022/02/10 02:00:40 PM,The process C:\WINDOWS\system32\winlogon.exe (ANITA_SU) has initiated the 重新啟動 of computer ANITA_SU on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 重新啟動.  Comment: .,14,2208,70.33,5536,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:90,C:151.4,otsuka_no_fw
Windows,Offline,Sofeya_Chang,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\sofeya_chang,ethan,2022/02/14 11:07:13 AM,Microsoft Windows 10 專業版 (x64),10.0.19044,12.6.0.8441,6.43.41148.21120,223.138.58.124,"10.30.30.4,172.20.10.2",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,7394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/11/30 02:49:07 PM,UTC +08:00,N/A,2022/02/14 07:27:47 AM,‎2022/‎2/‎11 上 下午 09:30:48 的系統上次發生意外的關機。.,41,2208,44.62,3512,7871,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:71.2|D:111.9,C:170.1|D:7,otsuka_no_fw
Windows,Offline,HowardLee-5310,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\howard_lee,ethan,2022/02/12 02:05:22 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,114.34.85.150,192.168.1.186,192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,J394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/11/09 03:46:40 PM,UTC +08:00,N/A,2022/02/08 06:31:53 PM,The process C:\WINDOWS\system32\winlogon.exe (HOWARDLEE-5310) has initiated the 關機 of computer HOWARDLEE-5310 on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,35,2208,45.1,3550,7871,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:15.1|D:82.7,C:105.5|D:38.1,otsuka_no_fw
Windows,Online,Jesse_yang,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\Jesse_Yang,ethan,2022/02/14 11:31:18 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,60.251.177.151,"169.254.7.98,192.168.5.77",192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,G494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/11/09 09:25:41 AM,UTC +08:00,N/A,2022/01/26 05:15:20 PM,The process C:\WINDOWS\system32\winlogon.exe (JESSE_YANG) has initiated the 關機 of computer JESSE_YANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,73,2208,53.54,4214,7871,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Hyper-V Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:36.6|D:147.4,C:199|D:102.6,otsuka_no_fw
Windows,Offline,技術部樓下電腦2,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,N/A,ethan,2022/02/12 09:22:55 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.6.0.8441,6.43.41148.21120,60.250.52.83,192.168.111.162,192.168.111.2,otsukatw.corp,OptiPlex 990,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,JJRPTBX,OptiPlex 990,Dell Inc.,未指定,2020/11/06 01:31:49 PM,UTC +08:00,N/A,2022/02/11 11:51:03 PM,The process C:\WINDOWS\system32\svchost.exe (技術部樓下電腦2) has initiated the 重新啟動 of computer 技術部樓下電腦2 on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: Service Pack (計劃之中).  Reason Code: 0x80020010.  Shutdown Type: 重新啟動.  Comment: .,51,3101,18.94,1529,8073,"Intel(R) 82579LM Gigabit Network Connection - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:164.1|D:0,C:63.7|D:0,otsuka_no_fw
Windows,Connected,Mark_Hsu,安全,提供非關鍵修補程式,3,Default Customer,Default Group - Default Customer,OTSUKATW\mark_hsu,ethan,2022/02/14 11:16:05 AM,Microsoft Windows 10 專業版 (x64),10.0.19044,12.4.0.8311,6.43.41148.21120,59.126.89.115,10.0.1.11,192.168.1.11,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,2ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2020/11/04 11:47:41 AM,UTC +08:00,N/A,2022/02/10 06:57:46 PM,The process C:\Windows\System32\RuntimeBroker.exe (MARK_HSU) has initiated the 電源關閉 of computer MARK_HSU on behalf of user OTSUKATW\mark_hsu for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,0,1800,55.43,4423,7980,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:61.1|D:45,C:104.3|D:32,otsuka_no_fw
Windows,Offline,Eva_Huang,安全,提供非關鍵修補程式,3,Default Customer,Default Group - Default Customer,OTSUKATW\Eva_Huang,ethan,2022/02/14 10:46:50 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.6.0.8441,6.43.41148.21120,114.41.50.186,"10.30.30.5,192.168.0.253",192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,C494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/10/30 03:18:14 PM,UTC +08:00,N/A,2022/02/07 10:32:13 AM,The process C:\Windows\System32\RuntimeBroker.exe (EVA_HUANG) has initiated the 電源關閉 of computer EVA_HUANG on behalf of user OTSUKATW\Eva_Huang for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,98,2208,51.49,4053,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:65.8,C:175.6,otsuka_no_fw
Windows,Offline,Jessika_jiang,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\jessika_jiang,ethan,2022/02/12 09:35:25 PM,Microsoft Windows 11 專業版 (x64),10.0.22000,12.4.0.8311,6.43.41148.21120,125.227.85.37,10.10.65.84,192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,B494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/10/30 12:38:27 PM,UTC +08:00,N/A,2022/02/09 10:48:35 PM,The process C:\Windows\System32\RuntimeBroker.exe (JESSIKA_JIANG) has initiated the 重新啟動 of computer JESSIKA_JIANG on behalf of user OTSUKATW\jessika_jiang for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 重新啟動.  Comment: .,46,2208,44.85,3532,7875,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:92.2,C:149.2,otsuka_no_fw
Windows,Offline,Kiven_Lee,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,N/A,ethan,2022/02/13 09:51:47 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,219.85.173.66,192.168.1.101,192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,1294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/10/30 11:25:56 AM,UTC +08:00,N/A,2022/02/10 11:39:59 AM,The process C:\Windows\System32\RuntimeBroker.exe (KIVEN_LEE) has initiated the 電源關閉 of computer KIVEN_LEE on behalf of user OTSUKATW\kiven for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,12,2208,51.56,4058,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:43.8,C:197.6,otsuka_no_fw
Windows,Offline,ZoeKuo,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\zoekuo,ethan,2022/02/12 10:44:42 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,118.163.32.161,192.168.1.105,192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,B294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/10/22 03:10:38 PM,UTC +08:00,N/A,2022/02/11 03:04:15 PM,The process C:\Windows\System32\RuntimeBroker.exe (ZOEKUO) has initiated the 重新啟動 of computer ZOEKUO on behalf of user OTSUKATW\zoekuo for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 重新啟動.  Comment: .,35,2208,46.27,3644,7875,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:60.6,C:180.8,otsuka_no_fw
